Cote;CB;Type;Titre;SousTitre;AuteurNom;AuteurPrénom;AuteurAutre;Date;Langue;600;600;600;600;;601$a;;606$a;606$a;;607$a;;300$a;330$a
MEM BAR;23387543;16;La chute irréversible des étoiles;;Barlier;Ève;Mémoire dirigé par Olivier Poncer;2020;fre;;;;;;Haute école des arts du Rhin;;Météores;;;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Le météore est impromptu. Il attend la nuit tombée pour se dévoiler dans toute sa splendeur, fugace mais spectaculaire. Il a des parents extraterrestres : les comètes et les astéroïdes. Le météore d’aujourd’hui, c’est l’étoile filante populaire, celle que l’on guette au mois d’août, celle que l’on rate en tournant la tête, celle que tout le monde espère, celle que personne n’attend. Le météore surprend, il intrigue, il effraie, il bouleverse, il inspire les astronomes, les physiciens, les chimistes, les philosophes, les écrivains, les artistes... Depuis la fin du XVe siècle, ces différents acteurs se sont alliés pour imprimer et diffuser le récit des prodigieux phénomènes. De la spectaculaire chute d’Ensisheim et ses météorites capricieuses aux premières photographies de bolides – de grands météores – au milieu du XXe siècle, les représentations des météores ont évolué au gré du savoir et des émotions des observateurs. Entre ambitions didactiques et fantasmes, objectivité et subjectivité, technique et créativité, le cœur des faiseurs d’images balance…";
MEM BOR;23387555;16;La façade comme format, ou les enjeux sociétaux de l'intervention géographique dans l'espace public;;Borde;Clara;Mémoire dirigé par Sandra Chamaret;2020;fre;;;;;;Haute école des arts du Rhin;;Espaces publics;Design urbain;Art urbain;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM VIG;23387567;16;Devenir copain avec la langue des médecins*;Ou comment faciliter l'apprentissage de la terminologie médicale;Viguier;Paulin;Mémoire dirigé par Sandrine Israel-Jost;2020;fre;;;;;;Haute école des arts du Rhin;;Français (langue);Représentation mentale?;Pictogrammes;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Dans l’imaginaire collectif, la terminologie médicale semble un langage véritablement complexe, austère et relativement déconnecté du monde réel. Dès lors, ce mémoire de recherche se questionne sur les procédés pédagogiques possibles pour rendre plus vivant et didactique l’apprentissage de la terminologie médicale. En explorant les origines de ce langage, durant l’Antiquité, on découvre que cette terminologie recèle une multitude d’analogies pour être compréhensible par toute personne maîtrisant le grec ancien. Ces analogies se retrouvent aujourd’hui dans l’étymologie des termes médicaux. L’enjeu est donc de communiquer cette étymologie pour réanimer le caractère vivant et didactique de la terminologie médicale. En ce sens, cet ouvrage s’intéresse aux supports pédagogiques d’aujourd’hui enseignant l’étymologie médicale, pour identifier leurs forces, faiblesses et manques. Enfin, cette analyse se tourne, dans un ultime temps, sur les supports pédagogiques vulgarisant l’étymologie du langage usuel, de manière moins cloisonnée, plus alternative et plus attrayante que les supports médicaux pour voir en quelle mesure se les réapproprier et les réinjecter dans l’enseignement de l’étymologie médicale. ";
MEM SEN;23387579;16;Le corps [humain];"Mort, transhumanisme et évolution ; Pourquoi et comment l'être humain cherche-t-il des alternatives à sa mortalité ? Application et hypothèses utopiques pour contre la mort biologie.";Senny-Palany;Marc;Mémoire dirigé par Loïc Horellou et Yvan Freud;2020;fre;;;;;;Haute école des arts du Rhin;;Mort;Immortalité;Transhumanisme;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Parler d'immortalité demande à revoir la définition même de l'être humain, son statut, ses valeurs et ses capacités physiques. L'immortalité serait ce but à atteindre pour faire prospérer l'humain et cette utopie semble devenir de plus en plus une réalité tangible. Une des réponses les plus favorables à cet idéal est le transhumanisme, un courant de pensée ancien qui refait surface au XXIe siècle sous la tutelle de la Silicon Valley et de ses entrepreneurs. Il faut penser ce terme comme une transcendance de l'espèce humaine vers quoi tend indiscutablement, l'évolution dans son ensemble englobant génétique, biologie ou encore réparation médicale. L'ère humaine se construit déjà sur un prolongement de la vie en bonne santé. ";
MEM BEL;23387580;16;La production graphique et matérielle des profeseur.e.s des écoles;;Belleau;Quitterie;Mémoire dirigé par Olivier Poncer;2020;fre;;;;;;Haute école des arts du Rhin;;Technologie éducative;Matériel didactique;Manuels d'enseignement;;;Mémoire de DNSEP option Communication, atelier de didactique visuelle.;
MEM ROU;23387592;16;Gunaïkes ??????es * femmes en grec;Réinterprétations féministes de figures féminines issues de la mythologie grecque;Roux;Flavie;Mémoire dirigé par Sandra Chamaret;2020;fre;;;;;;Haute école des arts du Rhin;;Mythologie grecque;Femmes;Déesses grecques;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Déesses, nymphes, amazones, mortelles... De multiples figures féminines peuplent la mythologie grecque. Les plus souvent ce sont des mères, des épouses, des filles, mais force est de constater qu’il existe bien d’autres modèles de femmes parmi ces récits ! D’autant plus lorsqu’ils sont réécrits par des auteurs et autrices appartenant aux courants féministes. Cette recherche analyse donc la place de la femme dans la société grecque antique, la création de la première femme, le rôle des héroïnes, des déesses,... Elle interroge également les notions de genre au travers des maternités divines, des créatures telle que Méduse. Toutes ces mythes réappropriés, par les auteurs et autrices du XXe et XXIe siècles, permettent de nouvelles analyses et de découvrir des femmes mythologiques au potentiel féministe.";
MEM MAR;2338761X;16;Faut-il foutre le feu;;Marilleau;Anouk;Mémoire dirigé par Sandra Chamaret;2020;fre;;;;;;Haute école des arts du Rhin;;Colère;Manifestations;Résistance politique;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
On dit que la colère est mauvaise conseillère, qu’elle est destructrice. On nous conseille d’apprendre à la maîtriser, voire à la faire disparaître. Il arrive qu’on la ravale, qu’on la refoule, qu’on cherche à la faire taire. Mais a t’on toujours le choix de se mettre en colère ? J’explore la question d’un droit à la colère, en la poussant jusqu’à l’hypothèse d’un légitime recours à la violence pour se faire entendre. Je cherche à suivre le chemin qu’emprunte le sentiment de colère (personnelle et collective) dans l’engagement politique : comment le feu persiste, ou comment il s’apaise. Comment il peut détruire et à l’inverse construire. Comment il peut à la fois ravager, ressourcer, ou réveiller. Cette recherche envisage la colère comme un feu à apprivoiser pour le rendre fertile. ";
MEM VON;23387621;16;Right of Admission Reserved;L'influence des évolutions technologiques sur la communication des rave-parties;Von Dorpp;Julia;Mémoire dirigé par Jérôme Saint-Loubert Bié;2020;fre;;;;;;Haute école des arts du Rhin;;Rave-parties;Publicité non adressée;;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM BRA;23387633;16;Vivre avec les esprits;Ce que nous apprennent les images dans les sociétés chamaniques d'Amérique du Nord et de Sibérie;Branca;Tiphaine;Mémoire dirigé par Thomas Soriano;2020;fre;;;;;;Haute école des arts du Rhin;;Chamanisme;Art et religion;Objets rituels;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Les peuples de Sibérie et d’Amérique du Nord sont de lointains parents dont les différentes ethnies, jusqu’à la colonisation européenne, avaient un mode de vie majoritairement nomade. Depuis les premières expéditions, les ethnologues et voyageurs occidentaux s’étonnent de comportements qu’ils constatent chez les humains vis-à-vis du milieu naturel. Très fréquemment, un personnage singulier opère des rituels collectifs ; un chamane. Celui-ci tient un rôle de médiateur entre sa communauté et une communauté de l’invisible, peuplée d’esprits. Art rupestre, messages, dessins sur objets rituels, symboles… sont des héritages matériaux précieux, qui reflètent des systèmes de croyances ancrés dans un support matériel qui témoigne, au-delà du temps, d’identités bouleversées par la suite. Ce mémoire cherche à exprimer les techniques mises en place par chaque société pour établir ses relations à l’invisible, à travers les riches productions graphiques collectées majoritairement aux XIXe et XXe siècle. Comment le support de l’image peut-il manifester des relations précisément invisibles ? Quelles différentes techniques d’établissement de ce rapport peut-on percevoir à travers le dessin ? Enfin, quelle éthique du rapport au monde l’image révèle-t-elle ? Ce travail s’applique à répondre à ces questions en étudiant Asie du Nord et Amérique du Nord d'après les rapports entre parole rituelle, transmission et iconographie. ";
MEM BAS;23387645;16;Tous les chemins mènent à Rome;Vision augmentée, navigation et société d'ubiquité;Bassinot;Julie;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;;Réalité augmentée;Localisation par satellites, systèmes de;Virtualité (philosophie);;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM MET;23387657;16;Sorcière sorcière sorcière;Parcours politique et symbolique d'un mot;Mettais-Cartier;Alice;Mémoire dirigé par Thomas Soriano;2020;fre;;;;;;Haute école des arts du Rhin;;Sorcières;Féminité;;;;"Mémoire de DNSEP option Communication, atelier de didactique visuelle.
Selon Georges Orwell, il faut se méfier de « la croyance à demi consciente selon laquelle le langage est le résultat d’un développement naturel et non un instrument que nous façonnons à notre usage. ». Verbaliser et nommer est essentiel pour l’Homme, mais quand on décide de définir, on se voit obligé de rassembler et d’exclure en même temps. Quand on désigne, on donne une direction. Les mots ne se créent pas seuls et n’ont pas une vie propre, indépendamment du monde dans lequel ils évoluent. Chaque nouveau mot est attaché a l’époque dans laquelle il apparaît, il reste l’expression des besoins de verbalisation propres à son temps. Au cours de son Histoire la Sorcière a changé maintes fois de visage, ses représentations se modulant au gré de ceux qui les utilises. De la condamnation à la valorisation, en passant par l’insulte, les définitions du mot ‘sorcière’ plus que de désigner une figure continue, semblent plutôt désigner les époques dans lequel elles évoluent…";
MEM DES;23387669;16;On the road against;Approche géographiste de la ségrégation sur les routes américaines;Desombre;Pauline;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;;Ségrégation;Routes;Années 1960;États-Unis;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM FOU;23387670;16;Politique à vol d'oiseau;;Fourneuf-Niel;Charlotte;Mémoire dirigé par Lidwine Prolonge et Nicolas Fourgeaud;2020;fre;;;;;;Haute école des arts du Rhin;;Arts et politique;Philosophie politique;;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM DAM;23387694;16;I felt like it;les rapports entre subjectivité et autorité dans le design graphique;Damageux;Marie;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;;Design;Création (esthétique);;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM NET;2338770X;16;Tu ne te feras point d'image;enquêtes sur les objets dérivés catholiques;Netchak;Angela;Mémoire dirigé par Thomas Soriano;2020;fre;;;;;;Haute école des arts du Rhin;;Objets religieux;Images religieuses;Art chrétien;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM POU;23387711;16;"Il y a un air de fin du monde. on en parlera plus dans deux semaines""""";Représentations des catastrophes naturelles, industrielles et nucléaires au sein des productions visuelles;Pouzet;Chani;Mémoire dirigé par Nina Støttrup Larsen;2020;fre;;;;;;Haute école des arts du Rhin;;Catastrophes;;;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM MAY;23387723;16;Cyberlibrary;La numérisation des documents, conservation & diffusion : Les limites et les problématiques soulevées par les bibliothèques numériques.;Maynadié;Valentin;Mémoire dirigé par Anne Laforet;2020;fre;;;;;;Haute école des arts du Rhin;;Bibliothèques virtuelles;Numérisation;Livres;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM WEB;23387735;16;Transition graphique;Le graphisme peut-il être écologie ?;Weber;Lucile;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;;Design durable;Design;Développement durable;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM SER;23387747;16;L'important c'est de participer;;Serrié;Marie;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;Grapus;Participation sociale;Participation (philosophie);Engagement (philosophie);;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM CLA;23387759;16;L'œuvre d'art à l'époque de sa diffusalité numérique;;Clause;Lucie;Mémoire dirigé par Jérôme Saint-Loubert Bié;2020;fre;;;;;;Haute école des arts du Rhin;;Photographie numérique;;;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM EA;23387760;16;In between;Artefacts graphiques, récits de vie, rituel funéraire et performativité des joss papers.;Ea;Lyne;Mémoire dirigé par Cyrille Bret;2020;fre;;;;;;Haute école des arts du Rhin;;Rites et cérémonies funéraires;Chinois;Industrie funéraire;;;Mémoire DNSEP Communication Graphique année 2019/2020;
MEM MOU;23387772;16;Comme les grands;;Mouget;Florence;Mémoire dirigé par Finzo;2020;fre;;;;;;;;Jouets;Jeu;;;;"Mémoire DNSEP Illustration année 2019/2020
Mémoire sur le jouet et sa création. Sur la période 1830-1930, entre artisanat et révolution industrielle. Le jouet dans le quotidien des enfants relié à ses évolutions face au changements de société. On y aborde le jouet et sa fabrication, sa diffusion mais aussi son actualité et sa relation aux adultes. Mémoire historique documenté par des exemples précis de jouets. ";
MEM VAI;23387796;16;Les pôles, une page blanche;Penser l'imaginaire du Nord aujourd'hui;Vaillant;Tom;Mémoire dirigé par Adrien Parlange;2020;fre;;;;;;;;Régions polaires;Pôle Nord;;;;Mémoire DNSEP Illustration année 2019/2020;
MEM MAR;23387801;16;Du mouvement typique à l'archétype;Analyse de postures corporelles archétypales chez les personnages de bande dessinée franco-belge des années 1950 aux années 1980, et résonnances dans la bande dessinée francophone actuelle;Marx;Pauline;Mémoire dirigé par Joseph Béhé;2020;fre;;;;;;;;Gestes;Caricatures et dessins humoristiques;;;;"Mémoire DNSEP Illustration année 2019/2020
Si l’archétype est une notion que nous côtoyons au quotidien, ses caractéristiques intrinsèques ne peuvent être mises en exergue qu’à partir du moment où nous prenons conscience de son utilisation. En tant qu’illustratrice, nombreux sont les automatismes de représentation qu’à force de lecture, j’ai intégré puis retranscris avec plus ou moins de recul, dans mes travaux. Remonter aux manifestations, dans les premières bandes dessinées modernes de la fin du XIXe siècle, de l’emploi d’une gestuelle typique qui deviendra ensuite un archétype, permet de relever les différents modifications auxquelles un modèle de représentation est confronté durant son développement ; des premières séquences illustrées aux écoles franco-belges, certaines postures perdurent et se retrouvent, bien que modifiées, à plus d’un siècle d’intervalle. Nous tenterons, d’une part, de relever les choix stylistiques propres aux auteurs qui cherchent à développer une singularité artistique ; d’autre part, nous étudierons l’influence préalable que le modèle de représentation qu’ils choisissent a sur leur retranscription d’un prétendu « réalisme » de mouvement. ";
MEM MEY;23387813;16;Le Parc, terrain de rencontres, rencontres avec les arbres;Chez quelques illustrateur.ice.s & quelques plasticien.ne.s;Meyer;Camille;Mémoire dirigé par Marianne Gayko-Roth;2020;fre;;;;;;;;Arbres;;;;;"Mémoire DNSEP Illustration année 2019/2020
Mon mémoire prend racine dans mes déambulations à travers le parc de l'Orangerie. Ces promenades m'ont amené à considérer et questionner le lien qui unit l'artiste à l'arbre, et à l'espace du parc. Je suis partie à la recherche de traces, de récits et d'oeuvres qui sont en relation à la qualité de l'arbre, sa présence, son souffle, sa symbolique. J'ai cherché à construire une lecture personnelle, tournée à la manière d'un journal de bord, nourrie de mes récits et expériences personnelles et d'un choix restreint d'artistes, pour la plupart croisés au long de mes recherches. Ma volonté était d'opérer un aller-retour entre mon expérience du parc, qui a agit comme un véritable détonateur dans ma pratique, et les autres pratiques et expériences d'artistes, peintres et illustrateurs""";
MEM HAO;23387825;16;Jardin chinois;;Hao;Shuo;Mémoire dirigé par Salomé Risler;2020;fre;;;;;;;;Jardins;;;;;Mémoire DNSEP Illustration année 2019/2020;
